q,f,df
4680,8905.065805, 4.225096
4681,8909.291401, 4.226096
4682,8913.517997, 4.227096
4683,8917.745593, 4.228096
4684,8921.974189, 4.229096
4685,8926.203785, 4.230096
4686,8930.434381, 4.231096
4687,8934.665977, 4.232096
4688,8938.898573, 4.233096
4689,8943.132169, 4.234096
4690,8947.366765, 4.235096
4691,8951.602361, 4.236096
4692,8955.838957, 4.237096
4693,8960.076552, 4.238096
4694,8964.315148, 4.239095
4695,8968.554743, 4.240095
4696,8972.795338, 4.241095
4697,8977.036933, 4.242095
4698,8981.279528, 4.243095
4699,8985.523123, 4.244094
4700,8989.767717, 4.245094
4701,8994.013311, 4.246094
4702,8998.259905, 4.247094
4703,9002.507499, 4.248093
4704,9006.756092, 4.249093
4705,9011.005685, 4.250093
4706,9015.256277, 4.251092
4707,9019.507870, 4.252092
4708,9023.760462, 4.253092
4709,9028.014053, 4.254091
4710,9032.268644, 4.255091
4711,9036.524235, 4.256090
4712,9040.780825, 4.257090
4713,9045.038415, 4.258090
4714,9049.297004, 4.259089
4715,9053.556593, 4.260089
4716,9057.817181, 4.261088
4717,9062.078769, 4.262088
4718,9066.341357, 4.263087
4719,9070.604943, 4.264086
4720,9074.869529, 4.265086
4721,9079.135115, 4.266085
4722,9083.401700, 4.267085
4723,9087.669285, 4.268084
4724,9091.937868, 4.269083
4725,9096.207452, 4.270083
4726,9100.478034, 4.271082
4727,9104.749616, 4.272082
4728,9109.022197, 4.273081
4729,9113.295778, 4.274080
4730,9117.570357, 4.275079
4731,9121.845936, 4.276079
4732,9126.122515, 4.277078
4733,9130.400092, 4.278077
4734,9134.678669, 4.279076
4735,9138.958245, 4.280076
4736,9143.238820, 4.281075
4737,9147.520394, 4.282074
4738,9151.802968, 4.283073
4739,9156.086541, 4.284072
4740,9160.371112, 4.285071
4741,9164.656683, 4.286070
4742,9168.943253, 4.287070
4743,9173.230823, 4.288069
4744,9177.519391, 4.289068
4745,9181.808958, 4.290067
4746,9186.099524, 4.291066
4747,9190.391090, 4.292065
4748,9194.683654, 4.293064
4749,9198.977218, 4.294063
4750,9203.271780, 4.295062
4751,9207.567341, 4.296061
4752,9211.863902, 4.297060
4753,9216.161461, 4.298059
4754,9220.460019, 4.299058
4755,9224.759577, 4.300057
4756,9229.060133, 4.301056
4757,9233.361688, 4.302054
4758,9237.664242, 4.303053
4759,9241.967795, 4.304052
4760,9246.272346, 4.305051
4761,9250.577897, 4.306050
4762,9254.884446, 4.307049
4763,9259.191994, 4.308048
4764,9263.500541, 4.309046
4765,9267.810087, 4.310045
4766,9272.120632, 4.311044
4767,9276.432175, 4.312043
4768,9280.744717, 4.313041
4769,9285.058258, 4.314040
4770,9289.372798, 4.315039
4771,9293.688336, 4.316038
4772,9298.004873, 4.317036
4773,9302.322409, 4.318035
4774,9306.640943, 4.319034
4775,9310.960476, 4.320032
4776,9315.281008, 4.321031
4777,9319.602539, 4.322030
4778,9323.925068, 4.323028
4779,9328.248595, 4.324027
4780,9332.573122, 4.325026
4781,9336.898647, 4.326024
4782,9341.225170, 4.327023
4783,9345.552692, 4.328021
4784,9349.881213, 4.329020
4785,9354.210732, 4.330019
4786,9358.541250, 4.331017
4787,9362.872766, 4.332016
4788,9367.205281, 4.333014
4789,9371.538795, 4.334013
4790,9375.873307, 4.335011
4791,9380.208817, 4.336010
4792,9384.545326, 4.337008
4793,9388.882833, 4.338007
4794,9393.221339, 4.339005
4795,9397.560843, 4.340004
4796,9401.901346, 4.341002
4797,9406.242847, 4.342000
4798,9410.585347, 4.342999
4799,9414.928845, 4.343997
4800,9419.273341, 4.344996
4801,9423.618836, 4.345994
4802,9427.965329, 4.346992
4803,9432.312821, 4.347991
4804,9436.661311, 4.348989
4805,9441.010799, 4.349987
4806,9445.361286, 4.350986
4807,9449.712771, 4.351984
4808,9454.065254, 4.352982
4809,9458.418736, 4.353981
4810,9462.773216, 4.354979
4811,9467.128694, 4.355977
4812,9471.485170, 4.356976
4813,9475.842645, 4.357974
4814,9480.201118, 4.358972
4815,9484.560590, 4.359970
4816,9488.921059, 4.360969
4817,9493.282527, 4.361967
4818,9497.644993, 4.362965
4819,9502.008457, 4.363963
4820,9506.372920, 4.364962
4821,9510.738381, 4.365960
4822,9515.104840, 4.366958
4823,9519.472297, 4.367956
4824,9523.840752, 4.368954
4825,9528.210206, 4.369953
4826,9532.580657, 4.370951
4827,9536.952107, 4.371949
4828,9541.324555, 4.372947
4829,9545.698001, 4.373945
4830,9550.072446, 4.374943
4831,9554.447888, 4.375942
4832,9558.824329, 4.376940
4833,9563.201767, 4.377938
4834,9567.580204, 4.378936
4835,9571.959639, 4.379934
4836,9576.340072, 4.380932
4837,9580.721503, 4.381930
4838,9585.103932, 4.382928
4839,9589.487360, 4.383926
4840,9593.871785, 4.384924
4841,9598.257208, 4.385922
4842,9602.643630, 4.386920
4843,9607.031049, 4.387919
4844,9611.419467, 4.388917
4845,9615.808882, 4.389915
4846,9620.199296, 4.390913
4847,9624.590708, 4.391911
4848,9628.983117, 4.392909
4849,9633.376525, 4.393907
4850,9637.770931, 4.394905
4851,9642.166334, 4.395903
4852,9646.562736, 4.396901
4853,9650.960136, 4.397899
4854,9655.358533, 4.398897
4855,9659.757929, 4.399895
4856,9664.158323, 4.400893
4857,9668.559714, 4.401891
4858,9672.962104, 4.402889
4859,9677.365491, 4.403886
4860,9681.769877, 4.404884
4861,9686.175260, 4.405882
4862,9690.581642, 4.406880
4863,9694.989021, 4.407878
4864,9699.397398, 4.408876
4865,9703.806773, 4.409874
4866,9708.217146, 4.410872
4867,9712.628517, 4.411870
4868,9717.040886, 4.412868
4869,9721.454253, 4.413866
4870,9725.868618, 4.414864
4871,9730.283980, 4.415862
4872,9734.700341, 4.416859
4873,9739.117699, 4.417857
4874,9743.536056, 4.418855
4875,9747.955410, 4.419853
4876,9752.375762, 4.420851
4877,9756.797112, 4.421849
4878,9761.219460, 4.422847
4879,9765.642806, 4.423845
4880,9770.067149, 4.424843
4881,9774.492491, 4.425840
4882,9778.918830, 4.426838
4883,9783.346167, 4.427836
4884,9787.774502, 4.428834
4885,9792.203835, 4.429832
4886,9796.634166, 4.430830
4887,9801.065494, 4.431828
4888,9805.497821, 4.432825
4889,9809.931145, 4.433823
4890,9814.365467, 4.434821
4891,9818.800787, 4.435819
4892,9823.237105, 4.436817
4893,9827.674421, 4.437815
4894,9832.112734, 4.438812
4895,9836.552045, 4.439810
4896,9840.992354, 4.440808
4897,9845.433661, 4.441806
4898,9849.875966, 4.442804
4899,9854.319268, 4.443801
4900,9858.763569, 4.444799
4901,9863.208867, 4.445797
4902,9867.655163, 4.446795
4903,9872.102457, 4.447793
4904,9876.550748, 4.448790
4905,9881.000038, 4.449788
4906,9885.450325, 4.450786
4907,9889.901610, 4.451784
4908,9894.353893, 4.452782
4909,9898.807173, 4.453780
4910,9903.261452, 4.454777
4911,9907.716728, 4.455775
4912,9912.173002, 4.456773
4913,9916.630274, 4.457771
4914,9921.088543, 4.458769
4915,9925.547811, 4.459766
4916,9930.008076, 4.460764
4917,9934.469339, 4.461762
4918,9938.931600, 4.462760
4919,9943.394858, 4.463757
4920,9947.859115, 4.464755
4921,9952.324369, 4.465753
4922,9956.790621, 4.466751
4923,9961.257871, 4.467749
4924,9965.726118, 4.468746
4925,9970.195364, 4.469744
4926,9974.665607, 4.470742
4927,9979.136848, 4.471740
4928,9983.609086, 4.472738
4929,9988.082323, 4.473735
4930,9992.556557, 4.474733
4931,9997.031789, 4.475731
4932,10001.508019, 4.476729
4933,10005.985247, 4.477727
4934,10010.463472, 4.478724
4935,10014.942696, 4.479722
4936,10019.422917, 4.480720
4937,10023.904136, 4.481718
4938,10028.386352, 4.482716
4939,10032.869567, 4.483713
4940,10037.353779, 4.484711
4941,10041.838989, 4.485709
4942,10046.325197, 4.486707
4943,10050.812403, 4.487705
4944,10055.300606, 4.488702
4945,10059.789807, 4.489700
4946,10064.280007, 4.490698
4947,10068.771203, 4.491696
4948,10073.263398, 4.492694
4949,10077.756591, 4.493691
4950,10082.250781, 4.494689
4951,10086.745969, 4.495687
4952,10091.242155, 4.496685
4953,10095.739339, 4.497683
4954,10100.237521, 4.498681
4955,10104.736700, 4.499678
4956,10109.236877, 4.500676
4957,10113.738053, 4.501674
4958,10118.240226, 4.502672
4959,10122.743396, 4.503670
4960,10127.247565, 4.504668
4961,10131.752731, 4.505665
4962,10136.258896, 4.506663
4963,10140.766058, 4.507661
4964,10145.274218, 4.508659
4965,10149.783376, 4.509657
4966,10154.293531, 4.510655
4967,10158.804685, 4.511652
4968,10163.316836, 4.512650
4969,10167.829986, 4.513648
4970,10172.344133, 4.514646
4971,10176.859278, 4.515644
4972,10181.375421, 4.516642
4973,10185.892561, 4.517640
4974,10190.410700, 4.518638
4975,10194.929837, 4.519635
4976,10199.449971, 4.520633
4977,10203.971103, 4.521631
4978,10208.493233, 4.522629
4979,10213.016362, 4.523627
4980,10217.540488, 4.524625
4981,10222.065611, 4.525623
4982,10226.591733, 4.526621
4983,10231.118853, 4.527619
4984,10235.646970, 4.528617
4985,10240.176086, 4.529614
4986,10244.706199, 4.530612
4987,10249.237311, 4.531610
4988,10253.769420, 4.532608
4989,10258.302527, 4.533606
4990,10262.836632, 4.534604
4991,10267.371736, 4.535602
4992,10271.907837, 4.536600
4993,10276.444936, 4.537598
4994,10280.983033, 4.538596
4995,10285.522128, 4.539594
4996,10290.062220, 4.540592
4997,10294.603311, 4.541590
4998,10299.145400, 4.542588
4999,10303.688487, 4.543586
5000,10308.232572, 4.544584
5001,10312.777655, 4.545582
5002,10317.323735, 4.546580
5003,10321.870814, 4.547578
5004,10326.418891, 4.548576
5005,10330.967966, 4.549574
5006,10335.518038, 4.550572
5007,10340.069109, 4.551570
5008,10344.621178, 4.552568
5009,10349.174245, 4.553566
5010,10353.728310, 4.554564
5011,10358.283373, 4.555562
5012,10362.839434, 4.556560
5013,10367.396493, 4.557558
5014,10371.954550, 4.558556
5015,10376.513605, 4.559554
5016,10381.073659, 4.560552
5017,10385.634710, 4.561550
5018,10390.196759, 4.562548
5019,10394.759807, 4.563547
5020,10399.323852, 4.564545
5021,10403.888896, 4.565543
5022,10408.454938, 4.566541
5023,10413.021978, 4.567539
5024,10417.590016, 4.568537
5025,10422.159052, 4.569535
5026,10426.729086, 4.570533
5027,10431.300118, 4.571531
5028,10435.872149, 4.572530
5029,10440.445178, 4.573528
5030,10445.019205, 4.574526
5031,10449.594229, 4.575524
5032,10454.170253, 4.576522
5033,10458.747274, 4.577520
5034,10463.325293, 4.578519
5035,10467.904311, 4.579517
5036,10472.484327, 4.580515
5037,10477.065341, 4.581513
5038,10481.647353, 4.582511
5039,10486.230364, 4.583510
5040,10490.814373, 4.584508
5041,10495.399380, 4.585506
5042,10499.985385, 4.586504
5043,10504.572388, 4.587503
5044,10509.160390, 4.588501
5045,10513.749390, 4.589499
5046,10518.339388, 4.590497
5047,10522.930384, 4.591496
5048,10527.522379, 4.592494
5049,10532.115372, 4.593492
5050,10536.709363, 4.594490
5051,10541.304353, 4.595489
5052,10545.900341, 4.596487
5053,10550.497327, 4.597485
5054,10555.095311, 4.598484
5055,10559.694294, 4.599482
5056,10564.294275, 4.600480
5057,10568.895255, 4.601479
5058,10573.497233, 4.602477
5059,10578.100209, 4.603475
5060,10582.704183, 4.604474
5061,10587.309156, 4.605472
5062,10591.915128, 4.606470
5063,10596.522097, 4.607469
5064,10601.130065, 4.608467
5065,10605.739032, 4.609466
5066,10610.348997, 4.610464
5067,10614.959960, 4.611463
5068,10619.571922, 4.612461
5069,10624.184882, 4.613459
5070,10628.798840, 4.614458
5071,10633.413797, 4.615456
5072,10638.029753, 4.616455
5073,10642.646707, 4.617453
5074,10647.264659, 4.618452
5075,10651.883610, 4.619450
5076,10656.503560, 4.620449
5077,10661.124507, 4.621447
5078,10665.746454, 4.622446
5079,10670.369399, 4.623444
5080,10674.993342, 4.624443
5081,10679.618284, 4.625441
5082,10684.244224, 4.626440
5083,10688.871163, 4.627438
5084,10693.499101, 4.628437
5085,10698.128037, 4.629435
5086,10702.757972, 4.630434
5087,10707.388905, 4.631433
5088,10712.020837, 4.632431
5089,10716.653767, 4.633430
5090,10721.287696, 4.634428
5091,10725.922624, 4.635427
5092,10730.558550, 4.636426
5093,10735.195475, 4.637424
5094,10739.833399, 4.638423
5095,10744.472321, 4.639421
5096,10749.112242, 4.640420
5097,10753.753161, 4.641419
5098,10758.395079, 4.642417
5099,10763.037996, 4.643416
5100,10767.681911, 4.644415
5101,10772.326826, 4.645414
5102,10776.972739, 4.646412
5103,10781.619650, 4.647411
5104,10786.267561, 4.648410
5105,10790.916470, 4.649408
5106,10795.566377, 4.650407
5107,10800.217284, 4.651406
5108,10804.869189, 4.652405
5109,10809.522093, 4.653403
5110,10814.175996, 4.654402
5111,10818.830898, 4.655401
5112,10823.486798, 4.656400
5113,10828.143697, 4.657399
5114,10832.801595, 4.658397
5115,10837.460492, 4.659396
5116,10842.120388, 4.660395
5117,10846.781282, 4.661394
5118,10851.443176, 4.662393
5119,10856.106068, 4.663392
5120,10860.769959, 4.664390
5121,10865.434849, 4.665389
5122,10870.100738, 4.666388
5123,10874.767625, 4.667387
5124,10879.435512, 4.668386
5125,10884.104397, 4.669385
5126,10888.774282, 4.670384
5127,10893.445165, 4.671383
5128,10898.117047, 4.672382
5129,10902.789929, 4.673381
5130,10907.463809, 4.674380
5131,10912.138688, 4.675379
5132,10916.814566, 4.676378
5133,10921.491443, 4.677377
5134,10926.169319, 4.678376
5135,10930.848194, 4.679375
5136,10935.528068, 4.680374
5137,10940.208941, 4.681373
5138,10944.890813, 4.682372
5139,10949.573684, 4.683371
5140,10954.257555, 4.684370
5141,10958.942424, 4.685369
5142,10963.628292, 4.686368
5143,10968.315159, 4.687367
5144,10973.003026, 4.688366
5145,10977.691891, 4.689365
5146,10982.381756, 4.690364
5147,10987.072620, 4.691363
5148,10991.764483, 4.692362
5149,10996.457345, 4.693362
5150,11001.151206, 4.694361
5151,11005.846066, 4.695360
5152,11010.541925, 4.696359
5153,11015.238784, 4.697358
5154,11019.936642, 4.698357
5155,11024.635499, 4.699357
5156,11029.335355, 4.700356
5157,11034.036210, 4.701355
5158,11038.738065, 4.702354
5159,11043.440918, 4.703353
5160,11048.144771, 4.704353
5161,11052.849624, 4.705352
5162,11057.555475, 4.706351
5163,11062.262326, 4.707350
5164,11066.970176, 4.708350
5165,11071.679025, 4.709349
5166,11076.388873, 4.710348
5167,11081.099721, 4.711347
5168,11085.811568, 4.712347
5169,11090.524415, 4.713346
5170,11095.238261, 4.714345
5171,11099.953106, 4.715345
5172,11104.668950, 4.716344
5173,11109.385794, 4.717343
5174,11114.103637, 4.718343
5175,11118.822480, 4.719342
5176,11123.542321, 4.720342
5177,11128.263163, 4.721341
5178,11132.985003, 4.722340
5179,11137.707843, 4.723340
5180,11142.431683, 4.724339
5181,11147.156522, 4.725339
5182,11151.882360, 4.726338
5183,11156.609198, 4.727337
5184,11161.337035, 4.728337
5185,11166.065872, 4.729336
5186,11170.795708, 4.730336
5187,11175.526543, 4.731335
5188,11180.258379, 4.732335
5189,11184.991213, 4.733334
5190,11189.725047, 4.734334
5191,11194.459881, 4.735333
5192,11199.195714, 4.736333
5193,11203.932547, 4.737332
5194,11208.670379, 4.738332
5195,11213.409211, 4.739332
5196,11218.149042, 4.740331
5197,11222.889873, 4.741331
5198,11227.631703, 4.742330
5199,11232.374533, 4.743330
5200,11237.118363, 4.744329
5201,11241.863192, 4.745329
5202,11246.609021, 4.746329
5203,11251.355850, 4.747328
5204,11256.103678, 4.748328
5205,11260.852506, 4.749328
5206,11265.602333, 4.750327
5207,11270.353160, 4.751327
5208,11275.104987, 4.752327
5209,11279.857813, 4.753326
5210,11284.611639, 4.754326
5211,11289.366465, 4.755326
5212,11294.122291, 4.756325
5213,11298.879116, 4.757325
5214,11303.636941, 4.758325
5215,11308.395765, 4.759325
5216,11313.155590, 4.760324
5217,11317.916414, 4.761324
5218,11322.678238, 4.762324
5219,11327.441061, 4.763324
5220,11332.204885, 4.764323
5221,11336.969708, 4.765323
5222,11341.735531, 4.766323
5223,11346.502354, 4.767323
5224,11351.270176, 4.768323
5225,11356.038999, 4.769322
5226,11360.808821, 4.770322
5227,11365.579643, 4.771322
5228,11370.351465, 4.772322
5229,11375.124287, 4.773322
5230,11379.898109, 4.774322
5231,11384.672930, 4.775321
5232,11389.448752, 4.776321
5233,11394.225573, 4.777321
5234,11399.003394, 4.778321
5235,11403.782215, 4.779321
5236,11408.562036, 4.780321
5237,11413.342857, 4.781321
5238,11418.124678, 4.782321
5239,11422.907499, 4.783321
5240,11427.691320, 4.784321
5241,11432.476140, 4.785321
5242,11437.261961, 4.786321
5243,11442.048781, 4.787321
5244,11446.836602, 4.788321
5245,11451.625423, 4.789321
5246,11456.415243, 4.790321
5247,11461.206064, 4.791321
5248,11465.997885, 4.792321
5249,11470.790705, 4.793321
5250,11475.584526, 4.794321
5251,11480.379346, 4.795321
5252,11485.175167, 4.796321
5253,11489.971988, 4.797321
5254,11494.769809, 4.798321
5255,11499.568630, 4.799321
5256,11504.368451, 4.800321
5257,11509.169272, 4.801321
5258,11513.971093, 4.802321
5259,11518.773914, 4.803321
5260,11523.577736, 4.804321
5261,11528.382557, 4.805322
5262,11533.188379, 4.806322
5263,11537.995201, 4.807322
5264,11542.803023, 4.808322
5265,11547.611845, 4.809322
5266,11552.421667, 4.810322
5267,11557.232489, 4.811322
5268,11562.044312, 4.812323
5269,11566.857135, 4.813323
5270,11571.670958, 4.814323
5271,11576.485781, 4.815323
5272,11581.301604, 4.816323
5273,11586.118428, 4.817324
5274,11590.936251, 4.818324
5275,11595.755075, 4.819324
5276,11600.574900, 4.820324
5277,11605.395724, 4.821325
5278,11610.217549, 4.822325
5279,11615.040374, 4.823325
5280,11619.864199, 4.824325
5281,11624.689025, 4.825326
5282,11629.514850, 4.826326
5283,11634.341676, 4.827326
5284,11639.169503, 4.828327
5285,11643.998329, 4.829327
5286,11648.828156, 4.830327
5287,11653.658984, 4.831327
5288,11658.490811, 4.832328
5289,11663.323639, 4.833328
5290,11668.157468, 4.834328
5291,11672.992296, 4.835329
5292,11677.828125, 4.836329
5293,11682.664955, 4.837330
5294,11687.502784, 4.838330
5295,11692.341614, 4.839330
5296,11697.181445, 4.840331
5297,11702.022276, 4.841331
5298,11706.864107, 4.842331
5299,11711.706938, 4.843332
5300,11716.550770, 4.844332
5301,11721.395603, 4.845333
5302,11726.241436, 4.846333
5303,11731.088269, 4.847334
5304,11735.936103, 4.848334
5305,11740.784937, 4.849334
5306,11745.634772, 4.850335
5307,11750.485607, 4.851335
5308,11755.337442, 4.852336
5309,11760.190278, 4.853336
5310,11765.044115, 4.854337
5311,11769.898952, 4.855337
5312,11774.754789, 4.856338
5313,11779.611627, 4.857338
5314,11784.469466, 4.858339
5315,11789.328304, 4.859339
5316,11794.188144, 4.860340
5317,11799.048984, 4.861340
5318,11803.910824, 4.862341
5319,11808.773665, 4.863341
5320,11813.637507, 4.864342
5321,11818.502349, 4.865342
5322,11823.368192, 4.866343
5323,11828.235035, 4.867343
5324,11833.102879, 4.868344
5325,11837.971723, 4.869345
5326,11842.841568, 4.870345
5327,11847.712413, 4.871346
5328,11852.584260, 4.872346
5329,11857.457106, 4.873347
5330,11862.330953, 4.874348
5331,11867.205801, 4.875348
5332,11872.081650, 4.876349
5333,11876.958499, 4.877349
5334,11881.836349, 4.878350
5335,11886.715199, 4.879351
5336,11891.595050, 4.880351
5337,11896.475902, 4.881352
5338,11901.357754, 4.882353
5339,11906.240607, 4.883353
5340,11911.124460, 4.884354
5341,11916.009314, 4.885355
5342,11920.895169, 4.886355
5343,11925.782025, 4.887356
5344,11930.669881, 4.888357
5345,11935.558738, 4.889357
5346,11940.448595, 4.890358
5347,11945.339454, 4.891359
5348,11950.231313, 4.892359
5349,11955.124172, 4.893360
5350,11960.018033, 4.894361
5351,11964.912894, 4.895361
5352,11969.808756, 4.896362
5353,11974.705618, 4.897363
5354,11979.603481, 4.898364
5355,11984.502345, 4.899364
5356,11989.402210, 4.900365
5357,11994.303075, 4.901366
5358,11999.204942, 4.902367
5359,12004.107809, 4.903367
5360,12009.011676, 4.904368
5361,12013.916545, 4.905369
5362,12018.822414, 4.906370
5363,12023.729284, 4.907370
5364,12028.637155, 4.908371
5365,12033.546026, 4.909372
5366,12038.455899, 4.910373
5367,12043.366772, 4.911373
5368,12048.278646, 4.912374
5369,12053.191520, 4.913375
5370,12058.105396, 4.914376
5371,12063.020272, 4.915377
5372,12067.936149, 4.916378
5373,12072.853027, 4.917378
5374,12077.770906, 4.918379
5375,12082.689785, 4.919380
5376,12087.609666, 4.920381
5377,12092.530547, 4.921382
5378,12097.452429, 4.922382
5379,12102.375312, 4.923383
5380,12107.299196, 4.924384
5381,12112.224080, 4.925385
5382,12117.149966, 4.926386
5383,12122.076852, 4.927387
5384,12127.004739, 4.928388
5385,12131.933627, 4.929388
5386,12136.863516, 4.930389
5387,12141.794405, 4.931390
5388,12146.726296, 4.932391
5389,12151.659188, 4.933392
5390,12156.593080, 4.934393
5391,12161.527973, 4.935394
5392,12166.463867, 4.936395
5393,12171.400762, 4.937395
5394,12176.338658, 4.938396
5395,12181.277555, 4.939397
5396,12186.217453, 4.940398
5397,12191.158351, 4.941399
5398,12196.100251, 4.942400
5399,12201.043151, 4.943401
5400,12205.987052, 4.944402
5401,12210.931955, 4.945403
5402,12215.877858, 4.946404
5403,12220.824762, 4.947405
5404,12225.772667, 4.948405
5405,12230.721573, 4.949406
5406,12235.671480, 4.950407
5407,12240.622387, 4.951408
5408,12245.574296, 4.952409
5409,12250.527206, 4.953410
5410,12255.481116, 4.954411
5411,12260.436028, 4.955412
5412,12265.391941, 4.956413
5413,12270.348854, 4.957414
5414,12275.306768, 4.958415
5415,12280.265684, 4.959416
5416,12285.225600, 4.960417
5417,12290.186517, 4.961418
5418,12295.148436, 4.962419
5419,12300.111355, 4.963420
5420,12305.075275, 4.964421
5421,12310.040196, 4.965422
5422,12315.006118, 4.966423
5423,12319.973041, 4.967424
5424,12324.940966, 4.968425
5425,12329.909891, 4.969426
5426,12334.879817, 4.970427
5427,12339.850744, 4.971428
5428,12344.822672, 4.972429
5429,12349.795601, 4.973429
5430,12354.769531, 4.974430
5431,12359.744462, 4.975431
5432,12364.720394, 4.976432
5433,12369.697327, 4.977433
5434,12374.675261, 4.978434
5435,12379.654196, 4.979435
5436,12384.634132, 4.980436
5437,12389.615068, 4.981437
5438,12394.597006, 4.982438
5439,12399.579945, 4.983439
5440,12404.563885, 4.984441
5441,12409.548826, 4.985442
5442,12414.534768, 4.986443
5443,12419.521712, 4.987444
5444,12424.509656, 4.988445
5445,12429.498601, 4.989446
5446,12434.488547, 4.990447
5447,12439.479494, 4.991448
5448,12444.471442, 4.992449
5449,12449.464391, 4.993450
5450,12454.458341, 4.994451
5451,12459.453292, 4.995452
5452,12464.449245, 4.996453
5453,12469.446198, 4.997454
5454,12474.444152, 4.998455
5455,12479.443108, 4.999456
5456,12484.443064, 5.000457
5457,12489.444021, 5.001458
5458,12494.445980, 5.002459
5459,12499.448939, 5.003460
5460,12504.452899, 5.004461
5461,12509.457861, 5.005462
5462,12514.463824, 5.006463
5463,12519.470787, 5.007464
5464,12524.478752, 5.008465
5465,12529.487717, 5.009466
5466,12534.497684, 5.010467
5467,12539.508652, 5.011468
5468,12544.520621, 5.012469
5469,12549.533590, 5.013470
5470,12554.547561, 5.014471
5471,12559.562533, 5.015472
5472,12564.578506, 5.016473
5473,12569.595480, 5.017474
5474,12574.613455, 5.018476
5475,12579.632431, 5.019477
5476,12584.652408, 5.020478
5477,12589.673386, 5.021479
5478,12594.695365, 5.022480
5479,12599.718346, 5.023481
5480,12604.742327, 5.024482
5481,12609.767309, 5.025483
5482,12614.793293, 5.026484
5483,12619.820277, 5.027485
5484,12624.848262, 5.028486
5485,12629.877249, 5.029487
5486,12634.907237, 5.030488
5487,12639.938225, 5.031489
5488,12644.970215, 5.032490
5489,12650.003205, 5.033491
5490,12655.037197, 5.034492
5491,12660.072190, 5.035493
5492,12665.108184, 5.036494
5493,12670.145179, 5.037495
5494,12675.183174, 5.038496
5495,12680.222171, 5.039497
5496,12685.262169, 5.040499
5497,12690.303168, 5.041500
5498,12695.345168, 5.042501
5499,12700.388170, 5.043502
5500,12705.432172, 5.044503
5501,12710.477175, 5.045504
5502,12715.523179, 5.046505
5503,12720.570184, 5.047506
5504,12725.618191, 5.048507
5505,12730.667198, 5.049508
5506,12735.717206, 5.050509
5507,12740.768216, 5.051510
5508,12745.820226, 5.052511
5509,12750.873238, 5.053512
5510,12755.927250, 5.054513
5511,12760.982264, 5.055514
5512,12766.038278, 5.056515
5513,12771.095294, 5.057516
5514,12776.153311, 5.058517
5515,12781.212328, 5.059518
5516,12786.272347, 5.060519
5517,12791.333367, 5.061520
5518,12796.395388, 5.062521
5519,12801.458409, 5.063522
5520,12806.522432, 5.064523
5521,12811.587456, 5.065524
5522,12816.653481, 5.066525
5523,12821.720507, 5.067526
5524,12826.788534, 5.068527
5525,12831.857562, 5.069528
5526,12836.927590, 5.070529
5527,12841.998620, 5.071530
5528,12847.070651, 5.072531
5529,12852.143683, 5.073532
5530,12857.217716, 5.074533
5531,12862.292750, 5.075534
5532,12867.368785, 5.076536
5533,12872.445821, 5.077537
5534,12877.523858, 5.078538
5535,12882.602896, 5.079539
5536,12887.682935, 5.080540
5537,12892.763975, 5.081541
5538,12897.846016, 5.082542
5539,12902.929058, 5.083543
5540,12908.013101, 5.084543
5541,12913.098145, 5.085544
5542,12918.184190, 5.086545
5543,12923.271236, 5.087546
5544,12928.359283, 5.088547
5545,12933.448331, 5.089548
5546,12938.538380, 5.090549
5547,12943.629430, 5.091550
5548,12948.721481, 5.092551
5549,12953.814533, 5.093552
5550,12958.908586, 5.094553
5551,12964.003640, 5.095554
5552,12969.099694, 5.096555
5553,12974.196750, 5.097556
5554,12979.294807, 5.098557
5555,12984.393865, 5.099558
5556,12989.493923, 5.100559
5557,12994.594983, 5.101560
5558,12999.697043, 5.102561
5559,13004.800105, 5.103562
5560,13009.904167, 5.104563
5561,13015.009231, 5.105564
5562,13020.115295, 5.106565
5563,13025.222361, 5.107566
5564,13030.330427, 5.108567
5565,13035.439494, 5.109568
5566,13040.549562, 5.110569
5567,13045.660631, 5.111570
5568,13050.772701, 5.112571
5569,13055.885772, 5.113571
5570,13060.999844, 5.114572
5571,13066.114917, 5.115573
5572,13071.230991, 5.116574
5573,13076.348066, 5.117575
5574,13081.466141, 5.118576
5575,13086.585218, 5.119577
5576,13091.705295, 5.120578
5577,13096.826373, 5.121579
5578,13101.948453, 5.122580
5579,13107.071533, 5.123581
5580,13112.195614, 5.124582
5581,13117.320696, 5.125582
5582,13122.446779, 5.126583
5583,13127.573862, 5.127584
5584,13132.701947, 5.128585
5585,13137.831033, 5.129586
5586,13142.961119, 5.130587
5587,13148.092206, 5.131588
5588,13153.224295, 5.132589
5589,13158.357384, 5.133590
5590,13163.491474, 5.134590
5591,13168.626564, 5.135591
5592,13173.762656, 5.136592
5593,13178.899749, 5.137593
5594,13184.037842, 5.138594
5595,13189.176936, 5.139595
5596,13194.317031, 5.140596
5597,13199.458127, 5.141596
5598,13204.600224, 5.142597
5599,13209.743322, 5.143598
5600,13214.887420, 5.144599
5601,13220.032520, 5.145600
5602,13225.178620, 5.146601
5603,13230.325721, 5.147601
5604,13235.473823, 5.148602
5605,13240.622926, 5.149603
5606,13245.773029, 5.150604
5607,13250.924133, 5.151605
5608,13256.076239, 5.152606
5609,13261.229344, 5.153606
5610,13266.383451, 5.154607
5611,13271.538559, 5.155608
