q,f,df
3070,3399.687390, 2.609928
3071,3402.297823, 2.610938
3072,3404.909266, 2.611948
3073,3407.521719, 2.612958
3074,3410.135182, 2.613968
3075,3412.749655, 2.614978
3076,3415.365138, 2.615988
3077,3417.981631, 2.616999
3078,3420.599135, 2.618009
3079,3423.217650, 2.619020
3080,3425.837175, 2.620031
3081,3428.457712, 2.621042
3082,3431.079259, 2.622053
3083,3433.701817, 2.623064
3084,3436.325387, 2.624075
3085,3438.949968, 2.625087
3086,3441.575560, 2.626098
3087,3444.202164, 2.627110
3088,3446.829780, 2.628122
3089,3449.458407, 2.629133
3090,3452.088047, 2.630145
3091,3454.718698, 2.631158
3092,3457.350362, 2.632170
3093,3459.983038, 2.633182
3094,3462.616726, 2.634195
3095,3465.251427, 2.635207
3096,3467.887141, 2.636220
3097,3470.523867, 2.637233
3098,3473.161606, 2.638245
3099,3475.800358, 2.639258
3100,3478.440123, 2.640272
3101,3481.080901, 2.641285
3102,3483.722693, 2.642298
3103,3486.365497, 2.643312
3104,3489.009316, 2.644325
3105,3491.654148, 2.645339
3106,3494.299993, 2.646353
3107,3496.946853, 2.647366
3108,3499.594726, 2.648380
3109,3502.243613, 2.649394
3110,3504.893515, 2.650409
3111,3507.544431, 2.651423
3112,3510.196361, 2.652437
3113,3512.849305, 2.653452
3114,3515.503264, 2.654466
3115,3518.158237, 2.655481
3116,3520.814226, 2.656496
3117,3523.471229, 2.657510
3118,3526.129246, 2.658525
3119,3528.788279, 2.659540
3120,3531.448327, 2.660556
3121,3534.109390, 2.661571
3122,3536.771469, 2.662586
3123,3539.434563, 2.663601
3124,3542.098672, 2.664617
3125,3544.763797, 2.665633
3126,3547.429937, 2.666648
3127,3550.097093, 2.667664
3128,3552.765265, 2.668680
3129,3555.434453, 2.669696
3130,3558.104657, 2.670712
3131,3560.775876, 2.671728
3132,3563.448112, 2.672744
3133,3566.121365, 2.673760
3134,3568.795633, 2.674777
3135,3571.470918, 2.675793
3136,3574.147220, 2.676810
3137,3576.824538, 2.677826
3138,3579.502872, 2.678843
3139,3582.182224, 2.679860
3140,3584.862592, 2.680877
3141,3587.543977, 2.681894
3142,3590.226379, 2.682911
3143,3592.909798, 2.683928
3144,3595.594234, 2.684945
3145,3598.279688, 2.685962
3146,3600.966159, 2.686979
3147,3603.653647, 2.687997
3148,3606.342152, 2.689014
3149,3609.031675, 2.690032
3150,3611.722215, 2.691049
3151,3614.413773, 2.692067
3152,3617.106349, 2.693085
3153,3619.799943, 2.694102
3154,3622.494554, 2.695120
3155,3625.190183, 2.696138
3156,3627.886830, 2.697156
3157,3630.584496, 2.698174
3158,3633.283179, 2.699192
3159,3635.982881, 2.700211
3160,3638.683600, 2.701229
3161,3641.385338, 2.702247
3162,3644.088095, 2.703266
3163,3646.791869, 2.704284
3164,3649.496663, 2.705302
3165,3652.202474, 2.706321
3166,3654.909305, 2.707340
3167,3657.617154, 2.708358
3168,3660.326021, 2.709377
3169,3663.035908, 2.710396
3170,3665.746813, 2.711415
3171,3668.458737, 2.712434
3172,3671.171680, 2.713453
3173,3673.885642, 2.714472
3174,3676.600623, 2.715491
3175,3679.316623, 2.716510
3176,3682.033643, 2.717529
3177,3684.751681, 2.718548
3178,3687.470739, 2.719567
3179,3690.190816, 2.720587
3180,3692.911912, 2.721606
3181,3695.634028, 2.722625
3182,3698.357163, 2.723645
3183,3701.081317, 2.724664
3184,3703.806491, 2.725684
3185,3706.532685, 2.726703
3186,3709.259898, 2.727723
3187,3711.988131, 2.728743
3188,3714.717384, 2.729762
3189,3717.447656, 2.730782
3190,3720.178948, 2.731802
3191,3722.911260, 2.732822
3192,3725.644592, 2.733842
3193,3728.378943, 2.734862
3194,3731.114315, 2.735881
3195,3733.850706, 2.736901
3196,3736.588117, 2.737921
3197,3739.326549, 2.738941
3198,3742.066000, 2.739962
3199,3744.806472, 2.740982
3200,3747.547964, 2.742002
3201,3750.290476, 2.743022
3202,3753.034008, 2.744042
3203,3755.778560, 2.745062
3204,3758.524133, 2.746083
3205,3761.270725, 2.747103
3206,3764.018339, 2.748123
3207,3766.766972, 2.749144
3208,3769.516626, 2.750164
3209,3772.267300, 2.751184
3210,3775.018995, 2.752205
3211,3777.771710, 2.753225
3212,3780.525445, 2.754246
3213,3783.280201, 2.755266
3214,3786.035978, 2.756287
3215,3788.792775, 2.757307
3216,3791.550593, 2.758328
3217,3794.309431, 2.759348
3218,3797.069289, 2.760369
3219,3799.830169, 2.761390
3220,3802.592069, 2.762410
3221,3805.354989, 2.763431
3222,3808.118931, 2.764452
3223,3810.883893, 2.765472
3224,3813.649875, 2.766493
3225,3816.416878, 2.767514
3226,3819.184902, 2.768534
3227,3821.953947, 2.769555
3228,3824.724013, 2.770576
3229,3827.495099, 2.771597
3230,3830.267206, 2.772617
3231,3833.040334, 2.773638
3232,3835.814482, 2.774659
3233,3838.589652, 2.775680
3234,3841.365842, 2.776701
3235,3844.143053, 2.777721
3236,3846.921284, 2.778742
3237,3849.700537, 2.779763
3238,3852.480810, 2.780784
3239,3855.262105, 2.781805
3240,3858.044420, 2.782825
3241,3860.827755, 2.783846
3242,3863.612112, 2.784867
3243,3866.397490, 2.785888
3244,3869.183888, 2.786909
3245,3871.971307, 2.787930
3246,3874.759747, 2.788950
3247,3877.549208, 2.789971
3248,3880.339690, 2.790992
3249,3883.131192, 2.792013
3250,3885.923715, 2.793034
3251,3888.717259, 2.794055
3252,3891.511824, 2.795075
3253,3894.307410, 2.796096
3254,3897.104017, 2.797117
3255,3899.901644, 2.798138
3256,3902.700292, 2.799158
3257,3905.499961, 2.800179
3258,3908.300651, 2.801200
3259,3911.102361, 2.802221
3260,3913.905092, 2.803242
3261,3916.708844, 2.804262
3262,3919.513617, 2.805283
3263,3922.319410, 2.806304
3264,3925.126224, 2.807324
3265,3927.934059, 2.808345
3266,3930.742914, 2.809366
3267,3933.552790, 2.810386
3268,3936.363687, 2.811407
3269,3939.175604, 2.812428
3270,3941.988542, 2.813448
3271,3944.802501, 2.814469
3272,3947.617480, 2.815489
3273,3950.433479, 2.816510
3274,3953.250500, 2.817530
3275,3956.068540, 2.818551
3276,3958.887602, 2.819571
3277,3961.707683, 2.820592
3278,3964.528785, 2.821612
3279,3967.350908, 2.822633
3280,3970.174051, 2.823653
3281,3972.998214, 2.824674
3282,3975.823398, 2.825694
3283,3978.649602, 2.826714
3284,3981.476826, 2.827734
3285,3984.305071, 2.828755
3286,3987.134336, 2.829775
3287,3989.964621, 2.830795
3288,3992.795926, 2.831815
3289,3995.628252, 2.832836
3290,3998.461597, 2.833856
3291,4001.295963, 2.834876
3292,4004.131349, 2.835896
3293,4006.967755, 2.836916
3294,4009.805180, 2.837936
3295,4012.643626, 2.838956
3296,4015.483092, 2.839976
3297,4018.323578, 2.840996
3298,4021.165083, 2.842016
3299,4024.007609, 2.843035
3300,4026.851154, 2.844055
3301,4029.695719, 2.845075
3302,4032.541304, 2.846095
3303,4035.387909, 2.847114
3304,4038.235533, 2.848134
3305,4041.084177, 2.849154
3306,4043.933840, 2.850173
3307,4046.784523, 2.851193
3308,4049.636226, 2.852212
3309,4052.488948, 2.853232
3310,4055.342689, 2.854251
3311,4058.197450, 2.855271
3312,4061.053230, 2.856290
3313,4063.910030, 2.857309
3314,4066.767848, 2.858328
3315,4069.626686, 2.859348
3316,4072.486544, 2.860367
3317,4075.347420, 2.861386
3318,4078.209315, 2.862405
3319,4081.072230, 2.863424
3320,4083.936163, 2.864443
3321,4086.801116, 2.865462
3322,4089.667087, 2.866481
3323,4092.534077, 2.867500
3324,4095.402086, 2.868518
3325,4098.271114, 2.869537
3326,4101.141160, 2.870556
3327,4104.012226, 2.871574
3328,4106.884309, 2.872593
3329,4109.757412, 2.873612
3330,4112.631533, 2.874630
3331,4115.506672, 2.875649
3332,4118.382830, 2.876667
3333,4121.260006, 2.877685
3334,4124.138200, 2.878704
3335,4127.017413, 2.879722
3336,4129.897644, 2.880740
3337,4132.778893, 2.881758
3338,4135.661160, 2.882776
3339,4138.544445, 2.883794
3340,4141.428749, 2.884812
3341,4144.314070, 2.885830
3342,4147.200409, 2.886848
3343,4150.087765, 2.887866
3344,4152.976140, 2.888883
3345,4155.865532, 2.889901
3346,4158.755942, 2.890919
3347,4161.647370, 2.891936
3348,4164.539815, 2.892954
3349,4167.433277, 2.893971
3350,4170.327757, 2.894989
3351,4173.223254, 2.896006
3352,4176.119769, 2.897023
3353,4179.017301, 2.898040
3354,4181.915850, 2.899058
3355,4184.815416, 2.900075
3356,4187.715999, 2.901092
3357,4190.617599, 2.902109
3358,4193.520216, 2.903125
3359,4196.423850, 2.904142
3360,4199.328500, 2.905159
3361,4202.234168, 2.906176
3362,4205.140852, 2.907192
3363,4208.048552, 2.908209
3364,4210.957269, 2.909225
3365,4213.867003, 2.910242
3366,4216.777753, 2.911258
3367,4219.689519, 2.912274
3368,4222.602302, 2.913291
3369,4225.516101, 2.914307
3370,4228.430916, 2.915323
3371,4231.346747, 2.916339
3372,4234.263594, 2.917355
3373,4237.181457, 2.918371
3374,4240.100335, 2.919387
3375,4243.020230, 2.920402
3376,4245.941140, 2.921418
3377,4248.863066, 2.922434
3378,4251.786008, 2.923449
3379,4254.709965, 2.924465
3380,4257.634937, 2.925480
3381,4260.560925, 2.926495
3382,4263.487928, 2.927511
3383,4266.415946, 2.928526
3384,4269.344980, 2.929541
3385,4272.275028, 2.930556
3386,4275.206092, 2.931571
3387,4278.138170, 2.932586
3388,4281.071264, 2.933601
3389,4284.005372, 2.934616
3390,4286.940495, 2.935630
3391,4289.876632, 2.936645
3392,4292.813784, 2.937659
3393,4295.751951, 2.938674
3394,4298.691132, 2.939688
3395,4301.631327, 2.940702
3396,4304.572537, 2.941717
3397,4307.514761, 2.942731
3398,4310.457998, 2.943745
3399,4313.402250, 2.944759
3400,4316.347516, 2.945773
3401,4319.293796, 2.946787
3402,4322.241089, 2.947800
3403,4325.189397, 2.948814
3404,4328.138718, 2.949828
3405,4331.089052, 2.950841
3406,4334.040400, 2.951855
3407,4336.992761, 2.952868
3408,4339.946136, 2.953881
3409,4342.900524, 2.954895
3410,4345.855925, 2.955908
3411,4348.812339, 2.956921
3412,4351.769767, 2.957934
3413,4354.728207, 2.958947
3414,4357.687660, 2.959959
3415,4360.648126, 2.960972
3416,4363.609604, 2.961985
3417,4366.572095, 2.962997
3418,4369.535599, 2.964010
3419,4372.500115, 2.965022
3420,4375.465644, 2.966035
3421,4378.432184, 2.967047
3422,4381.399737, 2.968059
3423,4384.368302, 2.969071
3424,4387.337880, 2.970083
3425,4390.308469, 2.971095
3426,4393.280070, 2.972107
3427,4396.252683, 2.973119
3428,4399.226307, 2.974130
3429,4402.200943, 2.975142
3430,4405.176591, 2.976153
3431,4408.153250, 2.977165
3432,4411.130921, 2.978176
3433,4414.109602, 2.979187
3434,4417.089295, 2.980199
3435,4420.070000, 2.981210
3436,4423.051715, 2.982221
3437,4426.034441, 2.983232
3438,4429.018178, 2.984242
3439,4432.002926, 2.985253
3440,4434.988685, 2.986264
3441,4437.975454, 2.987274
3442,4440.963234, 2.988285
3443,4443.952024, 2.989295
3444,4446.941824, 2.990306
3445,4449.932635, 2.991316
3446,4452.924456, 2.992326
3447,4455.917287, 2.993336
3448,4458.911129, 2.994346
3449,4461.905980, 2.995356
3450,4464.901841, 2.996366
3451,4467.898712, 2.997376
3452,4470.896592, 2.998385
3453,4473.895482, 2.999395
3454,4476.895382, 3.000404
3455,4479.896291, 3.001414
3456,4482.898209, 3.002423
3457,4485.901137, 3.003432
3458,4488.905073, 3.004441
3459,4491.910019, 3.005450
3460,4494.915974, 3.006459
3461,4497.922938, 3.007468
3462,4500.930910, 3.008477
3463,4503.939892, 3.009486
3464,4506.949882, 3.010494
3465,4509.960880, 3.011503
3466,4512.972887, 3.012511
3467,4515.985903, 3.013520
3468,4518.999926, 3.014528
3469,4522.014958, 3.015536
3470,4525.030998, 3.016544
3471,4528.048046, 3.017552
3472,4531.066102, 3.018560
3473,4534.085166, 3.019568
3474,4537.105238, 3.020576
3475,4540.126317, 3.021583
3476,4543.148404, 3.022591
3477,4546.171499, 3.023598
3478,4549.195601, 3.024606
3479,4552.220710, 3.025613
3480,4555.246826, 3.026620
3481,4558.273950, 3.027627
3482,4561.302081, 3.028634
3483,4564.331218, 3.029641
3484,4567.361363, 3.030648
3485,4570.392515, 3.031655
3486,4573.424673, 3.032662
3487,4576.457838, 3.033668
3488,4579.492009, 3.034675
3489,4582.527187, 3.035681
3490,4585.563371, 3.036687
3491,4588.600562, 3.037694
3492,4591.638758, 3.038700
3493,4594.677961, 3.039706
3494,4597.718170, 3.040712
3495,4600.759385, 3.041718
3496,4603.801606, 3.042724
3497,4606.844832, 3.043729
3498,4609.889064, 3.044735
3499,4612.934302, 3.045741
3500,4615.980545, 3.046746
3501,4619.027794, 3.047751
3502,4622.076048, 3.048757
3503,4625.125308, 3.049762
3504,4628.175572, 3.050767
3505,4631.226842, 3.051772
3506,4634.279116, 3.052777
3507,4637.332395, 3.053782
3508,4640.386680, 3.054787
3509,4643.441969, 3.055791
3510,4646.498262, 3.056796
3511,4649.555560, 3.057800
3512,4652.613863, 3.058805
3513,4655.673170, 3.059809
3514,4658.733481, 3.060813
3515,4661.794797, 3.061818
3516,4664.857117, 3.062822
3517,4667.920440, 3.063826
3518,4670.984768, 3.064830
3519,4674.050100, 3.065833
3520,4677.116435, 3.066837
3521,4680.183774, 3.067841
3522,4683.252117, 3.068844
3523,4686.321463, 3.069848
3524,4689.391812, 3.070851
3525,4692.463165, 3.071855
3526,4695.535522, 3.072858
3527,4698.608881, 3.073861
3528,4701.683244, 3.074864
3529,4704.758609, 3.075867
3530,4707.834978, 3.076870
3531,4710.912349, 3.077873
3532,4713.990723, 3.078876
3533,4717.070100, 3.079878
3534,4720.150480, 3.080881
3535,4723.231862, 3.081883
3536,4726.314246, 3.082886
3537,4729.397633, 3.083888
3538,4732.482022, 3.084890
3539,4735.567413, 3.085892
3540,4738.653806, 3.086894
3541,4741.741202, 3.087896
3542,4744.829599, 3.088898
3543,4747.918998, 3.089900
3544,4751.009399, 3.090902
3545,4754.100801, 3.091903
3546,4757.193206, 3.092905
3547,4760.286611, 3.093906
3548,4763.381018, 3.094908
3549,4766.476427, 3.095909
3550,4769.572837, 3.096910
3551,4772.670248, 3.097912
3552,4775.768660, 3.098913
3553,4778.868073, 3.099914
3554,4781.968487, 3.100915
3555,4785.069902, 3.101915
3556,4788.172318, 3.102916
3557,4791.275734, 3.103917
3558,4794.380152, 3.104917
3559,4797.485569, 3.105918
3560,4800.591988, 3.106918
3561,4803.699406, 3.107919
3562,4806.807825, 3.108919
3563,4809.917244, 3.109919
3564,4813.027664, 3.110919
3565,4816.139083, 3.111919
3566,4819.251502, 3.112919
3567,4822.364922, 3.113919
3568,4825.479341, 3.114919
3569,4828.594760, 3.115919
3570,4831.711179, 3.116918
3571,4834.828597, 3.117918
3572,4837.947015, 3.118918
3573,4841.066432, 3.119917
3574,4844.186849, 3.120916
3575,4847.308265, 3.121916
3576,4850.430680, 3.122915
3577,4853.554094, 3.123914
3578,4856.678508, 3.124913
3579,4859.803920, 3.125912
3580,4862.930332, 3.126911
3581,4866.057742, 3.127910
3582,4869.186151, 3.128908
3583,4872.315559, 3.129907
3584,4875.445965, 3.130906
3585,4878.577370, 3.131904
3586,4881.709774, 3.132903
3587,4884.843175, 3.133901
3588,4887.977576, 3.134899
3589,4891.112974, 3.135898
3590,4894.249371, 3.136896
3591,4897.386766, 3.137894
3592,4900.525159, 3.138892
3593,4903.664549, 3.139890
3594,4906.804938, 3.140888
3595,4909.946325, 3.141885
3596,4913.088709, 3.142883
3597,4916.232091, 3.143881
3598,4919.376471, 3.144878
3599,4922.521848, 3.145876
3600,4925.668223, 3.146873
3601,4928.815595, 3.147871
3602,4931.963964, 3.148868
3603,4935.113331, 3.149865
3604,4938.263695, 3.150863
3605,4941.415056, 3.151860
3606,4944.567414, 3.152857
3607,4947.720769, 3.153854
3608,4950.875122, 3.154851
3609,4954.030471, 3.155847
3610,4957.186816, 3.156844
3611,4960.344159, 3.157841
3612,4963.502498, 3.158837
3613,4966.661834, 3.159834
3614,4969.822166, 3.160831
3615,4972.983495, 3.161827
3616,4976.145820, 3.162823
3617,4979.309141, 3.163820
3618,4982.473459, 3.164816
3619,4985.638773, 3.165812
3620,4988.805083, 3.166808
3621,4991.972389, 3.167804
3622,4995.140692, 3.168800
3623,4998.309990, 3.169796
3624,5001.480284, 3.170792
3625,5004.651574, 3.171788
3626,5007.823859, 3.172783
3627,5010.997141, 3.173779
3628,5014.171418, 3.174775
3629,5017.346690, 3.175770
3630,5020.522958, 3.176766
3631,5023.700222, 3.177761
3632,5026.878481, 3.178757
3633,5030.057735, 3.179752
3634,5033.237984, 3.180747
3635,5036.419229, 3.181742
3636,5039.601469, 3.182737
3637,5042.784704, 3.183732
3638,5045.968934, 3.184727
3639,5049.154159, 3.185722
3640,5052.340379, 3.186717
3641,5055.527593, 3.187712
3642,5058.715803, 3.188707
3643,5061.905007, 3.189702
3644,5065.095206, 3.190696
3645,5068.286400, 3.191691
3646,5071.478588, 3.192685
3647,5074.671771, 3.193680
3648,5077.865948, 3.194674
3649,5081.061120, 3.195669
3650,5084.257286, 3.196663
3651,5087.454446, 3.197657
3652,5090.652600, 3.198652
3653,5093.851749, 3.199646
3654,5097.051892, 3.200640
3655,5100.253029, 3.201634
3656,5103.455160, 3.202628
3657,5106.658285, 3.203622
3658,5109.862404, 3.204616
3659,5113.067516, 3.205610
3660,5116.273623, 3.206603
3661,5119.480723, 3.207597
3662,5122.688817, 3.208591
3663,5125.897905, 3.209585
3664,5129.107986, 3.210578
3665,5132.319061, 3.211572
3666,5135.531130, 3.212565
3667,5138.744192, 3.213559
3668,5141.958247, 3.214552
3669,5145.173296, 3.215545
3670,5148.389338, 3.216539
3671,5151.606373, 3.217532
3672,5154.824402, 3.218525
3673,5158.043424, 3.219518
3674,5161.263439, 3.220511
3675,5164.484447, 3.221505
3676,5167.706448, 3.222498
3677,5170.929442, 3.223491
3678,5174.153429, 3.224483
3679,5177.378409, 3.225476
3680,5180.604381, 3.226469
3681,5183.831347, 3.227462
3682,5187.059305, 3.228455
3683,5190.288257, 3.229447
3684,5193.518200, 3.230440
3685,5196.749137, 3.231433
3686,5199.981066, 3.232425
3687,5203.213988, 3.233418
3688,5206.447902, 3.234410
3689,5209.682809, 3.235403
3690,5212.918708, 3.236395
3691,5216.155599, 3.237388
3692,5219.393483, 3.238380
3693,5222.632359, 3.239372
3694,5225.872228, 3.240365
3695,5229.113089, 3.241357
3696,5232.354941, 3.242349
3697,5235.597787, 3.243341
3698,5238.841624, 3.244333
3699,5242.086453, 3.245325
3700,5245.332275, 3.246317
3701,5248.579088, 3.247309
3702,5251.826893, 3.248301
3703,5255.075691, 3.249293
3704,5258.325480, 3.250285
3705,5261.576261, 3.251277
3706,5264.828034, 3.252269
3707,5268.080799, 3.253261
3708,5271.334555, 3.254252
3709,5274.589303, 3.255244
3710,5277.845043, 3.256236
3711,5281.101775, 3.257227
3712,5284.359498, 3.258219
3713,5287.618213, 3.259211
3714,5290.877919, 3.260202
3715,5294.138617, 3.261194
3716,5297.400307, 3.262185
3717,5300.662988, 3.263177
3718,5303.926660, 3.264168
3719,5307.191324, 3.265160
3720,5310.456979, 3.266151
3721,5313.723626, 3.267142
3722,5316.991264, 3.268134
3723,5320.259893, 3.269125
3724,5323.529513, 3.270116
3725,5326.800125, 3.271107
3726,5330.071728, 3.272098
3727,5333.344322, 3.273090
3728,5336.617907, 3.274081
3729,5339.892483, 3.275072
3730,5343.168051, 3.276063
3731,5346.444609, 3.277054
3732,5349.722159, 3.278045
3733,5353.000700, 3.279036
3734,5356.280231, 3.280027
3735,5359.560754, 3.281018
3736,5362.842267, 3.282009
3737,5366.124772, 3.283000
3738,5369.408267, 3.283991
3739,5372.692754, 3.284982
3740,5375.978231, 3.285973
3741,5379.264699, 3.286963
3742,5382.552158, 3.287954
3743,5385.840607, 3.288945
3744,5389.130048, 3.289936
3745,5392.420479, 3.290926
3746,5395.711900, 3.291917
3747,5399.004313, 3.292908
3748,5402.297716, 3.293899
3749,5405.592110, 3.294889
3750,5408.887495, 3.295880
3751,5412.183870, 3.296871
3752,5415.481236, 3.297861
3753,5418.779592, 3.298852
3754,5422.078939, 3.299842
3755,5425.379277, 3.300833
3756,5428.680605, 3.301823
3757,5431.982924, 3.302814
3758,5435.286233, 3.303804
3759,5438.590533, 3.304795
3760,5441.895823, 3.305785
3761,5445.202103, 3.306776
3762,5448.509374, 3.307766
3763,5451.817636, 3.308757
3764,5455.126888, 3.309747
3765,5458.437130, 3.310738
3766,5461.748363, 3.311728
3767,5465.060586, 3.312718
3768,5468.373800, 3.313709
3769,5471.688003, 3.314699
3770,5475.003198, 3.315689
3771,5478.319382, 3.316680
3772,5481.636557, 3.317670
3773,5484.954722, 3.318660
3774,5488.273878, 3.319651
3775,5491.594024, 3.320641
3776,5494.915160, 3.321631
3777,5498.237286, 3.322621
3778,5501.560403, 3.323612
3779,5504.884509, 3.324602
3780,5508.209607, 3.325592
3781,5511.535694, 3.326582
3782,5514.862772, 3.327573
3783,5518.190839, 3.328563
3784,5521.519897, 3.329553
3785,5524.849946, 3.330543
3786,5528.180984, 3.331534
3787,5531.513013, 3.332524
3788,5534.846032, 3.333514
3789,5538.180041, 3.334504
3790,5541.515040, 3.335494
3791,5544.851029, 3.336484
3792,5548.188009, 3.337475
3793,5551.525978, 3.338465
3794,5554.864938, 3.339455
3795,5558.204888, 3.340445
3796,5561.545829, 3.341435
3797,5564.887759, 3.342425
3798,5568.230679, 3.343416
3799,5571.574590, 3.344406
3800,5574.919491, 3.345396
3801,5578.265382, 3.346386
3802,5581.612263, 3.347376
3803,5584.960134, 3.348366
3804,5588.308996, 3.349357
