q,h,dh,l,dl,f,df,s,m
7972,28231.025529, 7.516575, 0.000000,-0.000000,28231.025529, 7.516575,28231.025529,28231.025529
7973,28238.542605, 7.517575, 0.000000,-0.000000,28238.542605, 7.517575,28238.542605,28238.542605
7974,28246.060680, 7.518575, 0.000000,-0.000000,28246.060680, 7.518575,28246.060680,28246.060680
7975,28253.579755, 7.519575, 0.000000,-0.000000,28253.579755, 7.519575,28253.579755,28253.579755
7976,28261.099830, 7.520575, 0.000000,-0.000000,28261.099830, 7.520575,28261.099830,28261.099830
7977,28268.620905, 7.521575, 0.000000,-0.000000,28268.620905, 7.521575,28268.620905,28268.620905
7978,28276.142980, 7.522575, 0.000000,-0.000000,28276.142980, 7.522575,28276.142980,28276.142980
7979,28283.666055, 7.523575, 0.000000,-0.000000,28283.666055, 7.523575,28283.666055,28283.666055
7980,28291.190131, 7.524575, 0.000000,-0.000000,28291.190131, 7.524575,28291.190131,28291.190131
7981,28298.715206, 7.525575, 0.000000,-0.000000,28298.715206, 7.525575,28298.715206,28298.715206
7982,28306.241281, 7.526575, 0.000000,-0.000000,28306.241281, 7.526575,28306.241281,28306.241281
7983,28313.768356, 7.527575, 0.000000,-0.000000,28313.768356, 7.527575,28313.768356,28313.768356
7984,28321.296431, 7.528575, 0.000000,-0.000000,28321.296431, 7.528575,28321.296431,28321.296431
7985,28328.825507, 7.529575, 0.000000,-0.000000,28328.825507, 7.529575,28328.825507,28328.825507
7986,28336.355582, 7.530575, 0.000000,-0.000000,28336.355582, 7.530575,28336.355582,28336.355582
7987,28343.886657, 7.531575, 0.000000,-0.000000,28343.886657, 7.531575,28343.886657,28343.886657
7988,28351.418733, 7.532575, 0.000000,-0.000000,28351.418733, 7.532575,28351.418733,28351.418733
7989,28358.951808, 7.533575, 0.000000,-0.000000,28358.951808, 7.533575,28358.951808,28358.951808
7990,28366.485883, 7.534575, 0.000000,-0.000000,28366.485883, 7.534575,28366.485883,28366.485883
7991,28374.020958, 7.535575, 0.000000,-0.000000,28374.020958, 7.535575,28374.020958,28374.020958
7992,28381.557034, 7.536575, 0.000000,-0.000000,28381.557034, 7.536575,28381.557034,28381.557034
7993,28389.094109, 7.537575, 0.000000,-0.000000,28389.094109, 7.537575,28389.094109,28389.094109
7994,28396.632184, 7.538575, 0.000000,-0.000000,28396.632184, 7.538575,28396.632184,28396.632184
7995,28404.171260, 7.539575, 0.000000,-0.000000,28404.171260, 7.539575,28404.171260,28404.171260
7996,28411.711335, 7.540575, 0.000000,-0.000000,28411.711335, 7.540575,28411.711335,28411.711335
7997,28419.252411, 7.541575, 0.000000,-0.000000,28419.252411, 7.541575,28419.252411,28419.252411
7998,28426.794486, 7.542575, 0.000000,-0.000000,28426.794486, 7.542575,28426.794486,28426.794486
7999,28434.337561, 7.543575, 0.000000,-0.000000,28434.337561, 7.543575,28434.337561,28434.337561
8000,28441.881637, 7.544575, 0.000000,-0.000000,28441.881637, 7.544575,28441.881637,28441.881637
8001,28449.426712, 7.545575, 0.000000,-0.000000,28449.426712, 7.545575,28449.426712,28449.426712
8002,28456.972788, 7.546575, 0.000000,-0.000000,28456.972788, 7.546575,28456.972788,28456.972788
8003,28464.519863, 7.547575, 0.000000,-0.000000,28464.519863, 7.547575,28464.519863,28464.519863
8004,28472.067939, 7.548575, 0.000000,-0.000000,28472.067939, 7.548575,28472.067939,28472.067939
8005,28479.617014, 7.549575, 0.000000,-0.000000,28479.617014, 7.549575,28479.617014,28479.617014
8006,28487.167090, 7.550575, 0.000000,-0.000000,28487.167090, 7.550575,28487.167090,28487.167090
8007,28494.718165, 7.551575, 0.000000,-0.000000,28494.718165, 7.551575,28494.718165,28494.718165
8008,28502.270241, 7.552575, 0.000000,-0.000000,28502.270241, 7.552575,28502.270241,28502.270241
8009,28509.823316, 7.553576, 0.000000,-0.000000,28509.823316, 7.553576,28509.823316,28509.823316
8010,28517.377392, 7.554576, 0.000000,-0.000000,28517.377392, 7.554576,28517.377392,28517.377392
8011,28524.932467, 7.555576, 0.000000,-0.000000,28524.932467, 7.555576,28524.932467,28524.932467
8012,28532.488543, 7.556576, 0.000000,-0.000000,28532.488543, 7.556576,28532.488543,28532.488543
8013,28540.045618, 7.557576, 0.000000,-0.000000,28540.045618, 7.557576,28540.045618,28540.045618
8014,28547.603694, 7.558576, 0.000000,-0.000000,28547.603694, 7.558576,28547.603694,28547.603694
8015,28555.162769, 7.559576, 0.000000,-0.000000,28555.162769, 7.559576,28555.162769,28555.162769
8016,28562.722845, 7.560576, 0.000000,-0.000000,28562.722845, 7.560576,28562.722845,28562.722845
8017,28570.283920, 7.561576, 0.000000,-0.000000,28570.283920, 7.561576,28570.283920,28570.283920
8018,28577.845996, 7.562576, 0.000000,-0.000000,28577.845996, 7.562576,28577.845996,28577.845996
8019,28585.409071, 7.563576, 0.000000,-0.000000,28585.409071, 7.563576,28585.409071,28585.409071
8020,28592.973147, 7.564576, 0.000000,-0.000000,28592.973147, 7.564576,28592.973147,28592.973147
8021,28600.538223, 7.565576, 0.000000,-0.000000,28600.538223, 7.565576,28600.538223,28600.538223
8022,28608.104298, 7.566576, 0.000000,-0.000000,28608.104298, 7.566576,28608.104298,28608.104298
8023,28615.671374, 7.567576, 0.000000,-0.000000,28615.671374, 7.567576,28615.671374,28615.671374
8024,28623.239449, 7.568576, 0.000000,-0.000000,28623.239449, 7.568576,28623.239449,28623.239449
8025,28630.808525, 7.569576, 0.000000,-0.000000,28630.808525, 7.569576,28630.808525,28630.808525
8026,28638.378600, 7.570576, 0.000000,-0.000000,28638.378600, 7.570576,28638.378600,28638.378600
8027,28645.949676, 7.571576, 0.000000,-0.000000,28645.949676, 7.571576,28645.949676,28645.949676
8028,28653.521752, 7.572576, 0.000000,-0.000000,28653.521752, 7.572576,28653.521752,28653.521752
8029,28661.094827, 7.573576, 0.000000,-0.000000,28661.094827, 7.573576,28661.094827,28661.094827
8030,28668.668903, 7.574576, 0.000000,-0.000000,28668.668903, 7.574576,28668.668903,28668.668903
8031,28676.243979, 7.575576, 0.000000,-0.000000,28676.243979, 7.575576,28676.243979,28676.243979
8032,28683.820054, 7.576576, 0.000000,-0.000000,28683.820054, 7.576576,28683.820054,28683.820054
8033,28691.397130, 7.577576, 0.000000,-0.000000,28691.397130, 7.577576,28691.397130,28691.397130
8034,28698.975205, 7.578576, 0.000000,-0.000000,28698.975205, 7.578576,28698.975205,28698.975205
8035,28706.554281, 7.579576, 0.000000,-0.000000,28706.554281, 7.579576,28706.554281,28706.554281
8036,28714.134357, 7.580576, 0.000000,-0.000000,28714.134357, 7.580576,28714.134357,28714.134357
8037,28721.715432, 7.581576, 0.000000,-0.000000,28721.715432, 7.581576,28721.715432,28721.715432
8038,28729.297508, 7.582576, 0.000000,-0.000000,28729.297508, 7.582576,28729.297508,28729.297508
8039,28736.880584, 7.583576, 0.000000,-0.000000,28736.880584, 7.583576,28736.880584,28736.880584
8040,28744.464659, 7.584576, 0.000000,-0.000000,28744.464659, 7.584576,28744.464659,28744.464659
8041,28752.049735, 7.585576, 0.000000,-0.000000,28752.049735, 7.585576,28752.049735,28752.049735
8042,28759.635810, 7.586576, 0.000000,-0.000000,28759.635810, 7.586576,28759.635810,28759.635810
8043,28767.222886, 7.587576, 0.000000,-0.000000,28767.222886, 7.587576,28767.222886,28767.222886
8044,28774.810962, 7.588576, 0.000000,-0.000000,28774.810962, 7.588576,28774.810962,28774.810962
8045,28782.400037, 7.589576, 0.000000,-0.000000,28782.400037, 7.589576,28782.400037,28782.400037
8046,28789.990113, 7.590576, 0.000000,-0.000000,28789.990113, 7.590576,28789.990113,28789.990113
8047,28797.581189, 7.591576, 0.000000,-0.000000,28797.581189, 7.591576,28797.581189,28797.581189
8048,28805.173264, 7.592576, 0.000000,-0.000000,28805.173264, 7.592576,28805.173264,28805.173264
8049,28812.766340, 7.593576, 0.000000,-0.000000,28812.766340, 7.593576,28812.766340,28812.766340
8050,28820.360416, 7.594576, 0.000000,-0.000000,28820.360416, 7.594576,28820.360416,28820.360416
8051,28827.955491, 7.595576, 0.000000,-0.000000,28827.955491, 7.595576,28827.955491,28827.955491
8052,28835.551567, 7.596576, 0.000000,-0.000000,28835.551567, 7.596576,28835.551567,28835.551567
8053,28843.148642, 7.597576, 0.000000,-0.000000,28843.148642, 7.597576,28843.148642,28843.148642
8054,28850.746718, 7.598576, 0.000000,-0.000000,28850.746718, 7.598576,28850.746718,28850.746718
8055,28858.345794, 7.599576, 0.000000,-0.000000,28858.345794, 7.599576,28858.345794,28858.345794
8056,28865.945869, 7.600576, 0.000000,-0.000000,28865.945869, 7.600576,28865.945869,28865.945869
8057,28873.546945, 7.601576, 0.000000,-0.000000,28873.546945, 7.601576,28873.546945,28873.546945
8058,28881.149021, 7.602576, 0.000000,-0.000000,28881.149021, 7.602576,28881.149021,28881.149021
8059,28888.752096, 7.603576, 0.000000,-0.000000,28888.752096, 7.603576,28888.752096,28888.752096
8060,28896.356172, 7.604576, 0.000000,-0.000000,28896.356172, 7.604576,28896.356172,28896.356172
8061,28903.961247, 7.605576, 0.000000,-0.000000,28903.961247, 7.605576,28903.961247,28903.961247
8062,28911.567323, 7.606576, 0.000000,-0.000000,28911.567323, 7.606576,28911.567323,28911.567323
8063,28919.174399, 7.607576, 0.000000,-0.000000,28919.174399, 7.607576,28919.174399,28919.174399
8064,28926.782474, 7.608576, 0.000000,-0.000000,28926.782474, 7.608576,28926.782474,28926.782474
8065,28934.391550, 7.609576, 0.000000,-0.000000,28934.391550, 7.609576,28934.391550,28934.391550
8066,28942.001626, 7.610576, 0.000000,-0.000000,28942.001626, 7.610576,28942.001626,28942.001626
8067,28949.612701, 7.611576, 0.000000,-0.000000,28949.612701, 7.611576,28949.612701,28949.612701
8068,28957.224777, 7.612576, 0.000000,-0.000000,28957.224777, 7.612576,28957.224777,28957.224777
8069,28964.837852, 7.613576, 0.000000,-0.000000,28964.837852, 7.613576,28964.837852,28964.837852
8070,28972.451928, 7.614576, 0.000000,-0.000000,28972.451928, 7.614576,28972.451928,28972.451928
8071,28980.067003, 7.615576, 0.000000,-0.000000,28980.067003, 7.615576,28980.067003,28980.067003
8072,28987.683079, 7.616576, 0.000000,-0.000000,28987.683079, 7.616576,28987.683079,28987.683079
8073,28995.300155, 7.617576, 0.000000,-0.000000,28995.300155, 7.617576,28995.300155,28995.300155
8074,29002.918230, 7.618576, 0.000000,-0.000000,29002.918230, 7.618576,29002.918230,29002.918230
8075,29010.537306, 7.619576, 0.000000,-0.000000,29010.537306, 7.619576,29010.537306,29010.537306
8076,29018.157381, 7.620576, 0.000000,-0.000000,29018.157381, 7.620576,29018.157381,29018.157381
8077,29025.778457, 7.621576, 0.000000,-0.000000,29025.778457, 7.621576,29025.778457,29025.778457
8078,29033.400532, 7.622576, 0.000000,-0.000000,29033.400532, 7.622576,29033.400532,29033.400532
8079,29041.023608, 7.623576, 0.000000,-0.000000,29041.023608, 7.623576,29041.023608,29041.023608
8080,29048.647683, 7.624576, 0.000000,-0.000000,29048.647683, 7.624576,29048.647683,29048.647683
8081,29056.272759, 7.625576, 0.000000,-0.000000,29056.272759, 7.625576,29056.272759,29056.272759
8082,29063.898835, 7.626576, 0.000000,-0.000000,29063.898835, 7.626576,29063.898835,29063.898835
8083,29071.525910, 7.627576, 0.000000,-0.000000,29071.525910, 7.627576,29071.525910,29071.525910
8084,29079.153986, 7.628576, 0.000000,-0.000000,29079.153986, 7.628576,29079.153986,29079.153986
8085,29086.783061, 7.629575, 0.000000,-0.000000,29086.783061, 7.629575,29086.783061,29086.783061
8086,29094.413137, 7.630575, 0.000000,-0.000000,29094.413137, 7.630575,29094.413137,29094.413137
8087,29102.044212, 7.631575, 0.000000,-0.000000,29102.044212, 7.631575,29102.044212,29102.044212
8088,29109.676287, 7.632575, 0.000000,-0.000000,29109.676287, 7.632575,29109.676287,29109.676287
8089,29117.309363, 7.633575, 0.000000,-0.000000,29117.309363, 7.633575,29117.309363,29117.309363
8090,29124.943438, 7.634575, 0.000000,-0.000000,29124.943438, 7.634575,29124.943438,29124.943438
8091,29132.578514, 7.635575, 0.000000,-0.000000,29132.578514, 7.635575,29132.578514,29132.578514
8092,29140.214589, 7.636575, 0.000000,-0.000000,29140.214589, 7.636575,29140.214589,29140.214589
8093,29147.851665, 7.637575, 0.000000,-0.000000,29147.851665, 7.637575,29147.851665,29147.851665
8094,29155.489740, 7.638575, 0.000000,-0.000000,29155.489740, 7.638575,29155.489740,29155.489740
8095,29163.128816, 7.639575, 0.000000,-0.000000,29163.128816, 7.639575,29163.128816,29163.128816
8096,29170.768891, 7.640575, 0.000000,-0.000000,29170.768891, 7.640575,29170.768891,29170.768891
8097,29178.409966, 7.641575, 0.000000,-0.000000,29178.409966, 7.641575,29178.409966,29178.409966
8098,29186.052042, 7.642575, 0.000000,-0.000000,29186.052042, 7.642575,29186.052042,29186.052042
8099,29193.695117, 7.643575, 0.000000,-0.000000,29193.695117, 7.643575,29193.695117,29193.695117
8100,29201.339193, 7.644575, 0.000000,-0.000000,29201.339193, 7.644575,29201.339193,29201.339193
8101,29208.984268, 7.645575, 0.000000,-0.000000,29208.984268, 7.645575,29208.984268,29208.984268
8102,29216.630343, 7.646575, 0.000000,-0.000000,29216.630343, 7.646575,29216.630343,29216.630343
8103,29224.277419, 7.647575, 0.000000,-0.000000,29224.277419, 7.647575,29224.277419,29224.277419
8104,29231.925494, 7.648575, 0.000000,-0.000000,29231.925494, 7.648575,29231.925494,29231.925494
8105,29239.574569, 7.649575, 0.000000,-0.000000,29239.574569, 7.649575,29239.574569,29239.574569
8106,29247.224645, 7.650575, 0.000000,-0.000000,29247.224645, 7.650575,29247.224645,29247.224645
8107,29254.875720, 7.651575, 0.000000,-0.000000,29254.875720, 7.651575,29254.875720,29254.875720
8108,29262.527795, 7.652575, 0.000000,-0.000000,29262.527795, 7.652575,29262.527795,29262.527795
8109,29270.180870, 7.653575, 0.000000,-0.000000,29270.180870, 7.653575,29270.180870,29270.180870
8110,29277.834946, 7.654575, 0.000000,-0.000000,29277.834946, 7.654575,29277.834946,29277.834946
8111,29285.490021, 7.655575, 0.000000,-0.000000,29285.490021, 7.655575,29285.490021,29285.490021
8112,29293.146096, 7.656575, 0.000000,-0.000000,29293.146096, 7.656575,29293.146096,29293.146096
8113,29300.803171, 7.657575, 0.000000,-0.000000,29300.803171, 7.657575,29300.803171,29300.803171
8114,29308.461247, 7.658575, 0.000000,-0.000000,29308.461247, 7.658575,29308.461247,29308.461247
8115,29316.120322, 7.659575, 0.000000,-0.000000,29316.120322, 7.659575,29316.120322,29316.120322
8116,29323.780397, 7.660575, 0.000000,-0.000000,29323.780397, 7.660575,29323.780397,29323.780397
8117,29331.441472, 7.661575, 0.000000,-0.000000,29331.441472, 7.661575,29331.441472,29331.441472
8118,29339.103547, 7.662575, 0.000000,-0.000000,29339.103547, 7.662575,29339.103547,29339.103547
8119,29346.766623, 7.663575, 0.000000,-0.000000,29346.766623, 7.663575,29346.766623,29346.766623
8120,29354.430698, 7.664575, 0.000000,-0.000000,29354.430698, 7.664575,29354.430698,29354.430698
8121,29362.095773, 7.665575, 0.000000,-0.000000,29362.095773, 7.665575,29362.095773,29362.095773
8122,29369.761848, 7.666575, 0.000000,-0.000000,29369.761848, 7.666575,29369.761848,29369.761848
8123,29377.428923, 7.667575, 0.000000,-0.000000,29377.428923, 7.667575,29377.428923,29377.428923
8124,29385.096998, 7.668575, 0.000000,-0.000000,29385.096998, 7.668575,29385.096998,29385.096998
8125,29392.766073, 7.669575, 0.000000,-0.000000,29392.766073, 7.669575,29392.766073,29392.766073
8126,29400.436148, 7.670575, 0.000000,-0.000000,29400.436148, 7.670575,29400.436148,29400.436148
8127,29408.107223, 7.671575, 0.000000,-0.000000,29408.107223, 7.671575,29408.107223,29408.107223
8128,29415.779298, 7.672575, 0.000000,-0.000000,29415.779298, 7.672575,29415.779298,29415.779298
8129,29423.452373, 7.673575, 0.000000,-0.000000,29423.452373, 7.673575,29423.452373,29423.452373
8130,29431.126448, 7.674575, 0.000000,-0.000000,29431.126448, 7.674575,29431.126448,29431.126448
8131,29438.801523, 7.675575, 0.000000,-0.000000,29438.801523, 7.675575,29438.801523,29438.801523
8132,29446.477598, 7.676575, 0.000000,-0.000000,29446.477598, 7.676575,29446.477598,29446.477598
8133,29454.154673, 7.677575, 0.000000,-0.000000,29454.154673, 7.677575,29454.154673,29454.154673
8134,29461.832748, 7.678575, 0.000000,-0.000000,29461.832748, 7.678575,29461.832748,29461.832748
8135,29469.511823, 7.679575, 0.000000,-0.000000,29469.511823, 7.679575,29469.511823,29469.511823
8136,29477.191898, 7.680575, 0.000000,-0.000000,29477.191898, 7.680575,29477.191898,29477.191898
8137,29484.872973, 7.681575, 0.000000,-0.000000,29484.872973, 7.681575,29484.872973,29484.872973
8138,29492.555048, 7.682575, 0.000000,-0.000000,29492.555048, 7.682575,29492.555048,29492.555048
8139,29500.238123, 7.683575, 0.000000,-0.000000,29500.238123, 7.683575,29500.238123,29500.238123
8140,29507.922198, 7.684575, 0.000000,-0.000000,29507.922198, 7.684575,29507.922198,29507.922198
8141,29515.607273, 7.685575, 0.000000,-0.000000,29515.607273, 7.685575,29515.607273,29515.607273
8142,29523.293347, 7.686575, 0.000000,-0.000000,29523.293347, 7.686575,29523.293347,29523.293347
8143,29530.980422, 7.687575, 0.000000,-0.000000,29530.980422, 7.687575,29530.980422,29530.980422
8144,29538.668497, 7.688575, 0.000000,-0.000000,29538.668497, 7.688575,29538.668497,29538.668497
8145,29546.357572, 7.689575, 0.000000,-0.000000,29546.357572, 7.689575,29546.357572,29546.357572
8146,29554.047647, 7.690575, 0.000000,-0.000000,29554.047647, 7.690575,29554.047647,29554.047647
8147,29561.738721, 7.691575, 0.000000,-0.000000,29561.738721, 7.691575,29561.738721,29561.738721
8148,29569.430796, 7.692575, 0.000000,-0.000000,29569.430796, 7.692575,29569.430796,29569.430796
8149,29577.123871, 7.693575, 0.000000,-0.000000,29577.123871, 7.693575,29577.123871,29577.123871
8150,29584.817946, 7.694575, 0.000000,-0.000000,29584.817946, 7.694575,29584.817946,29584.817946
8151,29592.513020, 7.695575, 0.000000,-0.000000,29592.513020, 7.695575,29592.513020,29592.513020
8152,29600.209095, 7.696575, 0.000000,-0.000000,29600.209095, 7.696575,29600.209095,29600.209095
8153,29607.906170, 7.697575, 0.000000,-0.000000,29607.906170, 7.697575,29607.906170,29607.906170
8154,29615.604244, 7.698575, 0.000000,-0.000000,29615.604244, 7.698575,29615.604244,29615.604244
8155,29623.303319, 7.699575, 0.000000,-0.000000,29623.303319, 7.699575,29623.303319,29623.303319
8156,29631.003393, 7.700575, 0.000000,-0.000000,29631.003393, 7.700575,29631.003393,29631.003393
8157,29638.704468, 7.701575, 0.000000,-0.000000,29638.704468, 7.701575,29638.704468,29638.704468
8158,29646.406543, 7.702575, 0.000000,-0.000000,29646.406543, 7.702575,29646.406543,29646.406543
8159,29654.109617, 7.703575, 0.000000,-0.000000,29654.109617, 7.703575,29654.109617,29654.109617
8160,29661.813692, 7.704575, 0.000000,-0.000000,29661.813692, 7.704575,29661.813692,29661.813692
8161,29669.518766, 7.705575, 0.000000,-0.000000,29669.518766, 7.705575,29669.518766,29669.518766
